#NUMBER OF AGES=1 MAGS=10
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2826 2.3222E-02 5.2928E-03  0.00   0.00
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
#AGE= 2.000 EEPS=274
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  88  1.050084  3.8309  4.2057  0.5303  3.7654  3.8143  3.4079  3.1670  2.9421  2.6597  2.4795  2.4574  3.2532  3.5016
  89  1.054387  3.8310  4.1993  0.5391  3.7431  3.7914  3.3857  3.1453  2.9208  2.6388  2.4590  2.4369  3.2313  3.4792
  90  1.058513  3.8311  4.1928  0.5475  3.7219  3.7695  3.3644  3.1243  2.9001  2.6182  2.4387  2.4166  3.2102  3.4578
  91  1.062508  3.8311  4.1863  0.5557  3.7017  3.7486  3.3437  3.1037  2.8797  2.5978  2.4183  2.3963  3.1896  3.4370
  92  1.066410  3.8310  4.1797  0.5638  3.6820  3.7283  3.3235  3.0835  2.8594  2.5774  2.3980  2.3759  3.1693  3.4168
  93  1.070244  3.8310  4.1729  0.5717  3.6629  3.7085  3.3035  3.0634  2.8392  2.5570  2.3775  2.3553  3.1493  3.3969
  94  1.074055  3.8308  4.1660  0.5797  3.6440  3.6889  3.2836  3.0434  2.8190  2.5365  2.3568  2.3346  3.1293  3.3771
  95  1.077837  3.8307  4.1591  0.5876  3.6251  3.6694  3.2638  3.0233  2.7988  2.5159  2.3360  2.3137  3.1093  3.3573
  96  1.081634  3.8305  4.1519  0.5956  3.6063  3.6499  3.2438  3.0031  2.7783  2.4950  2.3149  2.2925  3.0892  3.3375
  97  1.085443  3.8304  4.1448  0.6036  3.5871  3.6300  3.2236  2.9827  2.7577  2.4740  2.2937  2.2712  3.0689  3.3174
  98  1.089272  3.8302  4.1377  0.6118  3.5676  3.6098  3.2032  2.9620  2.7369  2.4529  2.2725  2.2499  3.0483  3.2970
  99  1.093101  3.8302  4.1306  0.6201  3.5477  3.5892  3.1824  2.9412  2.7160  2.4318  2.2513  2.2286  3.0275  3.2763
 100  1.096885  3.8301  4.1236  0.6284  3.5275  3.5682  3.1615  2.9204  2.6952  2.4108  2.2303  2.2077  3.0067  3.2554
 101  1.100592  3.8301  4.1168  0.6367  3.5068  3.5469  3.1405  2.8995  2.6746  2.3903  2.2099  2.1873  2.9858  3.2344
 102  1.103931  3.8303  4.1108  0.6446  3.4866  3.5260  3.1204  2.8798  2.6553  2.3713  2.1914  2.1688  2.9659  3.2140
 103  1.106915  3.8305  4.1054  0.6522  3.4669  3.5058  3.1012  2.8613  2.6374  2.3540  2.1747  2.1521  2.9472  3.1946
 104  1.109557  3.8308  4.1006  0.6592  3.4481  3.4864  3.0832  2.8440  2.6208  2.3382  2.1595  2.1370  2.9296  3.1762
 105  1.111889  3.8314  4.0971  0.6660  3.4285  3.4666  3.0656  2.8278  2.6058  2.3245  2.1471  2.1247  2.9128  3.1580
 106  1.113901  3.8318  4.0931  0.6721  3.4121  3.4498  3.0501  2.8130  2.5918  2.3113  2.1346  2.1123  2.8978  3.1421
 107  1.115617  3.8324  4.0905  0.6780  3.3948  3.4323  3.0349  2.7992  2.5793  2.3003  2.1250  2.1027  2.8835  3.1263
 108  1.117052  3.8329  4.0879  0.6832  3.3795  3.4169  3.0213  2.7866  2.5678  2.2899  2.1158  2.0935  2.8705  3.1122
 109  1.118261  3.8336  4.0862  0.6883  3.3641  3.4016  3.0083  2.7749  2.5573  2.2810  2.1083  2.0861  2.8583  3.0985
 110  1.119260  3.8343  4.0846  0.6929  3.3499  3.3874  2.9963  2.7642  2.5477  2.2729  2.1015  2.0794  2.8471  3.0859
 111  1.120122  3.8351  4.0835  0.6974  3.3359  3.3736  2.9847  2.7539  2.5388  2.2656  2.0957  2.0737  2.8364  3.0737
 112  1.121432  3.8364  4.0820  0.7048  3.3121  3.3502  2.9655  2.7371  2.5243  2.2541  2.0868  2.0649  2.8186  3.0532
 113  1.122471  3.8379  4.0809  0.7120  3.2885  3.3270  2.9466  2.7207  2.5104  2.2434  2.0789  2.0570  2.8013  3.0331
 114  1.123311  3.8394  4.0804  0.7191  3.2652  3.3040  2.9282  2.7050  2.4973  2.2336  2.0722  2.0504  2.7845  3.0133
 115  1.123975  3.8410  4.0801  0.7260  3.2424  3.2813  2.9101  2.6897  2.4848  2.2246  2.0662  2.0445  2.7682  2.9940
 116  1.124511  3.8426  4.0799  0.7327  3.2202  3.2591  2.8925  2.6749  2.4728  2.2160  2.0607  2.0391  2.7523  2.9751
 117  1.124957  3.8442  4.0797  0.7394  3.1985  3.2373  2.8752  2.6604  2.4612  2.2077  2.0554  2.0339  2.7367  2.9565
 118  1.125311  3.8457  4.0796  0.7459  3.1774  3.2159  2.8583  2.6461  2.4497  2.1995  2.0503  2.0288  2.7214  2.9382
 119  1.125599  3.8472  4.0794  0.7523  3.1566  3.1949  2.8416  2.6321  2.4385  2.1915  2.0452  2.0238  2.7064  2.9202
 120  1.125850  3.8487  4.0791  0.7586  3.1363  3.1742  2.8250  2.6182  2.4273  2.1835  2.0400  2.0188  2.6915  2.9024
 121  1.126050  3.8502  4.0787  0.7649  3.1163  3.1538  2.8086  2.6044  2.4161  2.1753  2.0347  2.0135  2.6767  2.8848
 122  1.126187  3.8516  4.0779  0.7713  3.0967  3.1337  2.7922  2.5904  2.4046  2.1667  2.0286  2.0075  2.6618  2.8672
 123  1.126360  3.8527  4.0761  0.7777  3.0775  3.1139  2.7755  2.5759  2.3921  2.1566  2.0207  1.9996  2.6464  2.8496
 124  1.126822  3.8533  4.0722  0.7843  3.0594  3.0952  2.7586  2.5601  2.3775  2.1434  2.0087  1.9877  2.6302  2.8321
 125  1.127778  3.8536  4.0670  0.7908  3.0429  3.0780  2.7421  2.5441  2.3621  2.1285  1.9944  1.9733  2.6140  2.8154
 126  1.128946  3.8526  4.0572  0.7973  3.0299  3.0642  2.7260  2.5265  2.3429  2.1072  1.9715  1.9503  2.5970  2.8001
 127  1.130574  3.8517  4.0477  0.8039  3.0164  3.0500  2.7097  2.5087  2.3236  2.0861  1.9488  1.9275  2.5797  2.7844
 128  1.132655  3.8511  4.0397  0.8101  3.0030  3.0358  2.6940  2.4921  2.3060  2.0671  1.9288  1.9074  2.5635  2.7693
 129  1.134801  3.8506  4.0325  0.8162  2.9895  3.0217  2.6788  2.4760  2.2892  2.0493  1.9101  1.8887  2.5478  2.7544
 130  1.136963  3.8502  4.0256  0.8222  2.9761  3.0077  2.6637  2.4603  2.2729  2.0320  1.8922  1.8706  2.5323  2.7397
 131  1.139099  3.8500  4.0196  0.8283  2.9620  2.9930  2.6486  2.4449  2.2572  2.0159  1.8758  1.8542  2.5170  2.7247
 132  1.141232  3.8497  4.0134  0.8341  2.9484  2.9788  2.6338  2.4297  2.2416  1.9997  1.8592  1.8375  2.5020  2.7101
 133  1.143314  3.8494  4.0072  0.8400  2.9351  2.9648  2.6192  2.4147  2.2261  1.9836  1.8425  1.8208  2.4871  2.6957
 134  1.145345  3.8491  4.0008  0.8458  2.9217  2.9509  2.6045  2.3995  2.2105  1.9672  1.8257  1.8039  2.4721  2.6813
 135  1.147362  3.8488  3.9944  0.8517  2.9085  2.9371  2.5899  2.3844  2.1948  1.9508  1.8088  1.7869  2.4572  2.6669
 136  1.149367  3.8484  3.9879  0.8575  2.8954  2.9233  2.5753  2.3693  2.1792  1.9344  1.7917  1.7699  2.4423  2.6526
 137  1.151359  3.8480  3.9814  0.8633  2.8824  2.9097  2.5608  2.3542  2.1635  1.9179  1.7747  1.7527  2.4274  2.6384
 138  1.153332  3.8476  3.9748  0.8691  2.8694  2.8961  2.5463  2.3391  2.1478  1.9014  1.7575  1.7355  2.4125  2.6242
 139  1.155279  3.8472  3.9681  0.8748  2.8566  2.8827  2.5319  2.3240  2.1321  1.8849  1.7403  1.7182  2.3977  2.6101
 140  1.157194  3.8468  3.9614  0.8806  2.8440  2.8694  2.5176  2.3091  2.1165  1.8683  1.7231  1.7009  2.3830  2.5961
 141  1.159072  3.8464  3.9547  0.8862  2.8316  2.8564  2.5035  2.2942  2.1010  1.8519  1.7058  1.6836  2.3685  2.5823
 142  1.160911  3.8459  3.9479  0.8918  2.8195  2.8436  2.4895  2.2795  2.0856  1.8354  1.6886  1.6663  2.3541  2.5687
 143  1.162708  3.8454  3.9411  0.8973  2.8076  2.8311  2.4758  2.2651  2.0703  1.8191  1.6714  1.6491  2.3399  2.5554
 144  1.164463  3.8449  3.9343  0.9027  2.7962  2.8190  2.4624  2.2508  2.0551  1.8028  1.6542  1.6318  2.3259  2.5424
 145  1.166173  3.8443  3.9274  0.9080  2.7850  2.8073  2.4492  2.2367  2.0401  1.7866  1.6370  1.6146  2.3122  2.5296
 146  1.167841  3.8437  3.9204  0.9133  2.7743  2.7959  2.4363  2.2228  2.0253  1.7705  1.6199  1.5973  2.2987  2.5172
 147  1.169468  3.8431  3.9135  0.9184  2.7640  2.7849  2.4237  2.2092  2.0106  1.7545  1.6028  1.5802  2.2855  2.5050
 148  1.171053  3.8425  3.9064  0.9234  2.7540  2.7744  2.4113  2.1958  1.9961  1.7385  1.5857  1.5630  2.2725  2.4932
 149  1.172599  3.8418  3.8994  0.9282  2.7445  2.7642  2.3993  2.1826  1.9818  1.7227  1.5687  1.5459  2.2597  2.4817
 150  1.174107  3.8411  3.8923  0.9330  2.7354  2.7544  2.3875  2.1696  1.9676  1.7070  1.5517  1.5288  2.2472  2.4705
 151  1.175578  3.8403  3.8851  0.9377  2.7267  2.7450  2.3761  2.1569  1.9536  1.6913  1.5346  1.5117  2.2350  2.4596
 152  1.177015  3.8395  3.8779  0.9423  2.7184  2.7360  2.3649  2.1444  1.9398  1.6757  1.5176  1.4945  2.2230  2.4491
 153  1.178419  3.8387  3.8707  0.9468  2.7105  2.7273  2.3539  2.1321  1.9261  1.6602  1.5006  1.4774  2.2112  2.4388
 154  1.179794  3.8378  3.8634  0.9512  2.7030  2.7191  2.3433  2.1199  1.9125  1.6448  1.4836  1.4603  2.1996  2.4289
 155  1.181141  3.8370  3.8560  0.9555  2.6959  2.7112  2.3328  2.1080  1.8992  1.6294  1.4666  1.4432  2.1883  2.4192
 156  1.182462  3.8361  3.8487  0.9597  2.6892  2.7036  2.3227  2.0963  1.8859  1.6141  1.4497  1.4261  2.1772  2.4098
 157  1.183760  3.8351  3.8412  0.9638  2.6829  2.6964  2.3128  2.0848  1.8728  1.5989  1.4327  1.4090  2.1663  2.4007
 158  1.185037  3.8341  3.8338  0.9679  2.6769  2.6896  2.3031  2.0734  1.8599  1.5838  1.4157  1.3920  2.1556  2.3919
 159  1.186293  3.8331  3.8263  0.9718  2.6713  2.6830  2.2936  2.0623  1.8471  1.5688  1.3988  1.3750  2.1450  2.3833
 160  1.187533  3.8321  3.8188  0.9757  2.6661  2.6766  2.2843  2.0513  1.8344  1.5539  1.3820  1.3581  2.1347  2.3749
 161  1.188757  3.8311  3.8112  0.9796  2.6611  2.6706  2.2753  2.0406  1.8220  1.5391  1.3652  1.3413  2.1246  2.3667
 162  1.191190  3.8290  3.7963  0.9870  2.6518  2.6588  2.2577  2.0196  1.7976  1.5101  1.3322  1.3082  2.1049  2.3507
 163  1.193668  3.8266  3.7802  0.9945  2.6445  2.6485  2.2404  1.9983  1.7724  1.4796  1.2970  1.2729  2.0851  2.3353
 164  1.196191  3.8239  3.7627  1.0019  2.6394  2.6400  2.2234  1.9767  1.7463  1.4472  1.2593  1.2349  2.0652  2.3207
 165  1.198756  3.8207  3.7435  1.0092  2.6378  2.6342  2.2072  1.9549  1.7191  1.4125  1.2185  1.1935  2.0455  2.3073
 166  1.201376  3.8169  3.7223  1.0162  2.6413  2.6322  2.1925  1.9336  1.6914  1.3760  1.1744  1.1488  2.0267  2.2960
 167  1.204102  3.8123  3.6988  1.0224  2.6529  2.6363  2.1806  1.9136  1.6636  1.3375  1.1269  1.1005  2.0097  2.2881
 168  1.206907  3.8067  3.6730  1.0270  2.6782  2.6504  2.1738  1.8968  1.6374  1.2980  1.0763  1.0488  1.9966  2.2864
 169  1.209691  3.8001  3.6461  1.0283  2.7214  2.6779  2.1771  1.8881  1.6177  1.2621  1.0270  0.9982  1.9922  2.2960
 170  1.212226  3.7928  3.6213  1.0249  2.7930  2.7183  2.1916  1.8914  1.6102  1.2362  0.9883  0.9569  1.9995  2.3165
 171  1.214311  3.7857  3.6021  1.0166  2.8679  2.7708  2.2233  1.9103  1.6170  1.2251  0.9627  0.9296  2.0223  2.3547
 172  1.215954  3.7795  3.5892  1.0049  2.9659  2.8405  2.2593  1.9341  1.6304  1.2221  0.9460  0.9115  2.0508  2.3983
 173  1.217278  3.7740  3.5813  0.9914  3.0612  2.9082  2.3009  1.9651  1.6524  1.2295  0.9417  0.9056  2.0856  2.4465
 174  1.218395  3.7691  3.5769  0.9767  3.1533  2.9745  2.3456  2.0003  1.6795  1.2436  0.9451  0.9077  2.1239  2.4969
 175  1.219389  3.7647  3.5748  0.9614  3.2446  3.0408  2.3917  2.0375  1.7094  1.2613  0.9528  0.9142  2.1641  2.5486
 176  1.220319  3.7605  3.5740  0.9458  3.3357  3.1070  2.4387  2.0761  1.7411  1.2814  0.9633  0.9235  2.2054  2.6010
 177  1.221235  3.7565  3.5739  0.9301  3.4279  3.1735  2.4863  2.1155  1.7737  1.3027  0.9750  0.9341  2.2473  2.6540
 178  1.222194  3.7524  3.5737  0.9144  3.5228  3.2404  2.5342  2.1551  1.8066  1.3240  0.9866  0.9446  2.2895  2.7076
 179  1.223275  3.7481  3.5724  0.8989  3.6227  3.3090  2.5825  2.1946  1.8389  1.3438  0.9961  0.9528  2.3317  2.7620
 180  1.224710  3.7431  3.5673  0.8842  3.7343  3.3826  2.6317  2.2330  1.8690  1.3587  0.9987  0.9537  2.3733  2.8189
 181  1.226957  3.7366  3.5487  0.8778  3.8499  3.4470  2.6648  2.2524  1.8775  1.3475  0.9717  0.9241  2.3967  2.8621
 182  1.228536  3.7329  3.5308  0.8816  3.8988  3.4657  2.6658  2.2454  1.8643  1.3229  0.9379  0.8888  2.3919  2.8689
