#AGE= 7.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  92  0.724193  3.7655  4.4489 -0.1358  6.0090  5.8041  5.1348  4.7730  4.4454  4.0039  3.6906  3.6556  4.9026  5.3034
  93  0.726937  3.7664  4.4427 -0.1243  5.9672  5.7694  5.1045  4.7445  4.4183  3.9794  3.6681  3.6334  4.8735  5.2715
  94  0.729637  3.7673  4.4366 -0.1129  5.9261  5.7352  5.0745  4.7165  4.3916  3.9551  3.6459  3.6114  4.8448  5.2402
  95  0.732297  3.7682  4.4303 -0.1017  5.8862  5.7016  5.0451  4.6888  4.3653  3.9311  3.6237  3.5895  4.8166  5.2093
  96  0.734923  3.7690  4.4241 -0.0906  5.8472  5.6687  5.0161  4.6615  4.3393  3.9073  3.6016  3.5677  4.7887  5.1791
  97  0.737512  3.7698  4.4179 -0.0796  5.8090  5.6364  4.9875  4.6346  4.3136  3.8837  3.5798  3.5461  4.7613  5.1492
  98  0.740067  3.7705  4.4117 -0.0689  5.7717  5.6047  4.9594  4.6081  4.2882  3.8603  3.5581  3.5246  4.7342  5.1200
  99  0.742592  3.7713  4.4054 -0.0582  5.7355  5.5737  4.9317  4.5819  4.2631  3.8371  3.5364  3.5032  4.7075  5.0912
 100  0.745089  3.7720  4.3991 -0.0477  5.7002  5.5432  4.9045  4.5560  4.2383  3.8142  3.5149  3.4819  4.6812  5.0628
 101  0.747562  3.7726  4.3929 -0.0374  5.6656  5.5133  4.8776  4.5306  4.2138  3.7915  3.4936  3.4608  4.6553  5.0350
 102  0.750013  3.7733  4.3866 -0.0272  5.6318  5.4840  4.8512  4.5055  4.1897  3.7690  3.4725  3.4399  4.6297  5.0076
 103  0.752448  3.7739  4.3804 -0.0172  5.5989  5.4552  4.8252  4.4807  4.1659  3.7467  3.4515  3.4191  4.6046  4.9807
 104  0.754867  3.7744  4.3741 -0.0073  5.5670  5.4271  4.7997  4.4563  4.1424  3.7246  3.4306  3.3983  4.5798  4.9543
 105  0.757271  3.7749  4.3679  0.0025  5.5358  5.3995  4.7746  4.4323  4.1191  3.7028  3.4098  3.3777  4.5554  4.9284
 106  0.759651  3.7754  4.3615  0.0121  5.5057  5.3725  4.7499  4.4086  4.0962  3.6810  3.3891  3.3571  4.5313  4.9030
 107  0.761998  3.7758  4.3552  0.0215  5.4763  5.3462  4.7257  4.3853  4.0735  3.6595  3.3685  3.3367  4.5077  4.8780
 108  0.764298  3.7763  4.3488  0.0308  5.4478  5.3204  4.7019  4.3623  4.0512  3.6382  3.3481  3.3164  4.4845  4.8536
 109  0.766534  3.7767  4.3425  0.0400  5.4198  5.2950  4.6785  4.3398  4.0293  3.6173  3.3280  3.2964  4.4617  4.8296
